Number,Day,Month,Year,Hour1,Hour2,Weekday,Holiday,Mod168,Day-Ahead Price PTF (TL/MWh),Forecast Demand/Supply,Temperature,Realized D/S(-24),Balancing market(-24),Realized Demand/Supply,Balancing Market Prices SMP (TL/MWh)
1,1,1,2013,0,0,2,1,24,145,0.626904054,4.434312434,,,0.611476879,52.99
2,1,1,2013,1,1,2,1,25,100.07,0.606567556,4.148418354,,,0.595657464,53
3,1,1,2013,2,2,2,1,26,63.99,0.570440739,3.9137593,,,0.563964878,20
4,1,1,2013,3,3,2,1,27,35,0.546115516,3.803179723,,,0.540945079,11.98
5,1,1,2013,4,4,2,1,28,0.53,0.530141105,3.688389242,,,0.529537559,0.49
6,1,1,2013,5,5,2,1,29,0.75,0.519234795,3.736561475,,,0.526408934,0.68
7,1,1,2013,6,6,2,1,30,35.06,0.524686643,4.310288225,,,0.532249742,9
8,1,1,2013,7,7,2,1,31,75,0.507660626,5.436588751,,,0.519050238,2.2
9,1,1,2013,8,8,2,1,32,118.99,0.52430265,6.600963973,,,0.550058678,8.99
10,1,1,2013,9,9,2,1,33,149.99,0.554640369,7.38842584,,,0.594351532,53
11,1,1,2013,10,10,2,1,34,170.79,0.600880494,8.066347591,,,0.627939149,78
12,1,1,2013,11,11,2,1,35,165.8,0.628229158,8.597618128,,,0.648138166,100
13,1,1,2013,12,12,2,1,36,163.12,0.654943358,8.821744504,,,0.659482701,78
14,1,1,2013,13,13,2,1,37,160.66,0.667846351,8.5802459,,,0.668276444,100
15,1,1,2013,14,14,2,1,38,165.8,0.670804811,7.84608438,,,0.674383327,100
16,1,1,2013,15,15,2,1,39,165.8,0.671710959,6.830565493,,,0.675534136,100
17,1,1,2013,16,16,2,1,40,184.99,0.703124793,6.055733291,,,0.714961169,184.99
18,1,1,2013,17,17,2,1,41,194.94,0.740529582,5.698435618,,,0.754748281,194.94
19,1,1,2013,18,18,2,1,42,185,0.741902888,5.323126398,,,0.748853906,185
20,1,1,2013,19,19,2,1,43,184.99,0.739250815,5.068835629,,,0.73329958,150
21,1,1,2013,20,20,2,1,44,178,0.725884675,4.760320805,,,0.722223345,150
22,1,1,2013,21,21,2,1,45,170.79,0.717264503,4.385274901,,,0.715838003,150
23,1,1,2013,22,22,2,1,46,170.99,0.708568654,3.953928722,,,0.72354218,175
24,1,1,2013,23,23,2,1,47,160.66,0.679732881,3.793539304,,,0.690405223,170
25,2,1,2013,0,0,3,0,48,151.29,0.62505142,3.512295023,0.611476879,52.99,0.643701458,151.29
26,2,1,2013,1,1,3,0,49,143,0.588892681,3.318400886,0.595657464,53,0.608307402,143
27,2,1,2013,2,2,3,0,50,129.89,0.568269697,3.164451985,0.563964878,20,0.590075706,78
28,2,1,2013,3,3,3,0,51,100.01,0.554827252,3.059622766,0.540945079,11.98,0.578352463,53
29,2,1,2013,4,4,3,0,52,96.34,0.547147778,2.935161402,0.529537559,0.49,0.573995568,30
30,2,1,2013,5,5,3,0,53,100.01,0.563229483,3.053608512,0.526408934,0.68,0.588070585,39
31,2,1,2013,6,6,3,0,54,147.99,0.596002275,3.493586725,0.532249742,9,0.618693316,78
32,2,1,2013,7,7,3,0,55,160.01,0.640223216,5.296735276,0.519050238,2.2,0.659928161,110
33,2,1,2013,8,8,3,0,56,174.99,0.751695166,6.808816242,0.550058678,8.99,0.766009248,180
34,2,1,2013,9,9,3,0,57,185,0.834285036,8.040135962,0.594351532,53,0.833244166,200.03
35,2,1,2013,10,10,3,0,58,186.11,0.8592528,8.8262138,0.627939149,78,0.854696639,200.04
36,2,1,2013,11,11,3,0,59,190,0.867666373,9.445054825,0.648138166,100,0.864411965,200.03
37,2,1,2013,12,12,3,0,60,174.8,0.831282397,9.775173956,0.659482701,78,0.824270596,180
38,2,1,2013,13,13,3,0,61,179.79,0.841468633,9.184362357,0.668276444,100,0.830196128,180
39,2,1,2013,14,14,3,0,62,184.79,0.853746356,8.782600729,0.674383327,100,0.838055452,190
40,2,1,2013,15,15,3,0,63,184.79,0.851329041,7.530892345,0.675534136,100,0.834551759,184.79
41,2,1,2013,16,16,3,0,64,200.41,0.877090011,6.534020838,0.714961169,184.99,0.874418994,200.41
42,2,1,2013,17,17,3,0,65,203,0.898280175,5.789616559,0.754748281,194.94,0.888370117,203
43,2,1,2013,18,18,3,0,66,192.93,0.867702987,5.158649869,0.748853906,185,0.851730922,192.93
44,2,1,2013,19,19,3,0,67,185.98,0.835724728,4.743538985,0.73329958,150,0.822387405,130
45,2,1,2013,20,20,3,0,68,182.99,0.817274548,4.563837322,0.722223345,150,0.806080523,163.11
46,2,1,2013,21,21,3,0,69,179.16,0.796127971,4.303943175,0.715838003,150,0.784241411,179.16
47,2,1,2013,22,22,3,0,70,181.79,0.792508608,4.32773526,0.72354218,175,0.791492302,146
48,2,1,2013,23,23,3,0,71,160.66,0.748167976,4.026987568,0.690405223,170,0.750749683,160.66
49,3,1,2013,0,0,4,0,72,174.8,0.721776901,3.915190018,0.643701458,151.29,0.715889711,125
50,3,1,2013,1,1,4,0,73,160.66,0.681897893,3.789153424,0.608307402,143,0.673818354,65
51,3,1,2013,2,2,4,0,74,147.99,0.656269113,3.645782667,0.590075706,78,0.650438938,65
52,3,1,2013,3,3,4,0,75,145,0.642668272,3.28687214,0.578352463,53,0.637140235,64
53,3,1,2013,4,4,4,0,76,143,0.638088831,3.285336287,0.573995568,30,0.636147296,58
54,3,1,2013,5,5,4,0,77,143,0.64836215,3.409085447,0.588070585,39,0.644224074,64
55,3,1,2013,6,6,4,0,78,148,0.666953774,4.048210734,0.618693316,78,0.673185028,65
56,3,1,2013,7,7,4,0,79,160.01,0.693004083,5.288485332,0.659928161,110,0.704070407,160.01
57,3,1,2013,8,8,4,0,80,184.99,0.795495607,6.679002926,0.766009248,180,0.798839385,185.01
58,3,1,2013,9,9,4,0,81,200.01,0.840202545,7.759716154,0.833244166,200.03,0.852088077,200.02
59,3,1,2013,10,10,4,0,82,201.42,0.869306245,8.555937039,0.854696639,200.04,0.877583436,201.42
60,3,1,2013,11,11,4,0,83,201.99,0.873288757,8.863985228,0.864411965,200.03,0.885307897,202
61,3,1,2013,12,12,4,0,84,194.89,0.84031222,9.08299138,0.824270596,180,0.847305873,194.89
62,3,1,2013,13,13,4,0,85,200,0.844906768,9.003917544,0.830196128,180,0.854214154,200
63,3,1,2013,14,14,4,0,86,200,0.849256218,8.470568591,0.838055452,190,0.859115091,200
64,3,1,2013,15,15,4,0,87,186.86,0.839884656,7.412433976,0.834551759,184.79,0.846745047,186.86
65,3,1,2013,16,16,4,0,88,201.99,0.860662673,6.707096794,0.874418994,200.41,0.883216788,201.99
66,3,1,2013,17,17,4,0,89,202,0.883082737,5.976157579,0.888370117,203,0.901380421,202
67,3,1,2013,18,18,4,0,90,185,0.844591697,5.530022556,0.851730922,192.93,0.866867803,185
68,3,1,2013,19,19,4,0,91,174.8,0.81910058,5.031250517,0.822387405,130,0.83255761,174.8
69,3,1,2013,20,20,4,0,92,174.95,0.801999759,4.636058514,0.806080523,163.11,0.818399727,174.95
70,3,1,2013,21,21,4,0,93,169.99,0.788596785,4.436586187,0.784241411,179.16,0.796088454,169.99
71,3,1,2013,22,22,4,0,94,185,0.798793663,4.219515204,0.791492302,146,0.810815243,185
72,3,1,2013,23,23,4,0,95,176.76,0.765054836,4.075352431,0.750749683,160.66,0.770616706,176.76
73,4,1,2013,0,0,5,0,96,170,0.709193008,3.765982443,0.715889711,125,0.715149163,170
74,4,1,2013,1,1,5,0,97,148,0.665051491,3.53726408,0.673818354,65,0.672690235,170
75,4,1,2013,2,2,5,0,98,143,0.641961492,3.40359135,0.650438938,65,0.648199218,143
76,4,1,2013,3,3,5,0,99,123.99,0.628132309,3.094911323,0.637140235,64,0.633830939,123.99
77,4,1,2013,4,4,5,0,100,124,0.626006057,3.012006852,0.636147296,58,0.629435714,124
78,4,1,2013,5,5,5,0,101,140,0.633893228,2.95610823,0.644224074,64,0.643936557,140
79,4,1,2013,6,6,5,0,102,145,0.660519291,3.48996594,0.673185028,65,0.666488032,145
80,4,1,2013,7,7,5,0,103,152.88,0.691444034,4.710813392,0.704070407,160.01,0.701476647,170
81,4,1,2013,8,8,5,0,104,180.44,0.791372811,5.98262502,0.798839385,185.01,0.797762413,182
82,4,1,2013,9,9,5,0,105,196,0.845019234,6.92792995,0.852088077,200.02,0.859869321,196
83,4,1,2013,10,10,5,0,106,198.34,0.863933396,7.769903612,0.877583436,201.42,0.881492116,200
84,4,1,2013,11,11,5,0,107,199.99,0.872377053,8.369116949,0.885307897,202,0.882872013,199.99
85,4,1,2013,12,12,5,0,108,175,0.803310485,8.642498216,0.847305873,194.89,0.820124513,141
86,4,1,2013,13,13,5,0,109,194.99,0.852859774,8.490480035,0.854214154,200,0.854760885,194.99
87,4,1,2013,14,14,5,0,110,199.99,0.858976196,7.630506541,0.859115091,200,0.855305063,199.99
88,4,1,2013,15,15,5,0,111,194.99,0.852304812,6.798101228,0.846745047,186.86,0.853386685,155
89,4,1,2013,16,16,5,0,112,200.99,0.867202556,6.138139468,0.883216788,201.99,0.875299929,200.99
90,4,1,2013,17,17,5,0,113,202,0.887107716,5.857721891,0.901380421,202,0.890765731,202
91,4,1,2013,18,18,5,0,114,195,0.861299754,5.663313516,0.866867803,185,0.858466393,195
92,4,1,2013,19,19,5,0,115,185,0.835232305,5.466567114,0.83255761,174.8,0.832739741,170
93,4,1,2013,20,20,5,0,116,184.86,0.808834999,5.298292668,0.818399727,174.95,0.808966304,141
94,4,1,2013,21,21,5,0,117,171,0.782794904,5.114767932,0.796088454,169.99,0.792640257,171
95,4,1,2013,22,22,5,0,118,185.01,0.795332788,4.832532499,0.810815243,185,0.798456372,185.01
96,4,1,2013,23,23,5,0,119,175,0.755850361,4.603757613,0.770616706,176.76,0.76375792,175
97,5,1,2013,0,0,6,0,120,175,0.707673038,4.555879949,0.715149163,170,0.719865766,140
98,5,1,2013,1,1,6,0,121,170,0.663834661,4.296990337,0.672690235,170,0.672768436,158
99,5,1,2013,2,2,6,0,122,143,0.638654582,4.140132203,0.648199218,143,0.649482316,143
100,5,1,2013,3,3,6,0,123,137.99,0.619394414,3.974039273,0.633830939,123.99,0.631437897,137.99
101,5,1,2013,4,4,6,0,124,120,0.617604784,3.799676678,0.629435714,124,0.624513402,120
102,5,1,2013,5,5,6,0,125,120,0.619449982,3.699731977,0.643936557,140,0.633275465,120
103,5,1,2013,6,6,6,0,126,137.99,0.629462583,3.786565401,0.666488032,145,0.642158523,137.99
104,5,1,2013,7,7,6,0,127,115.01,0.647706201,4.500388036,0.701476647,170,0.659199654,115.01
105,5,1,2013,8,8,6,0,128,175,0.724010422,5.395875038,0.797762413,182,0.751264623,175
106,5,1,2013,9,9,6,0,129,186.14,0.791159546,6.086613535,0.859869321,196,0.817431864,186.14
107,5,1,2013,10,10,6,0,130,194.99,0.827103715,6.586630415,0.881492116,200,0.849087815,194.99
108,5,1,2013,11,11,6,0,131,200,0.852601738,6.908237692,0.882872013,199.99,0.864075021,150
109,5,1,2013,12,12,6,0,132,190.01,0.834731552,6.860540908,0.820124513,141,0.842711376,190.01
110,5,1,2013,13,13,6,0,133,197.99,0.834363168,6.842431374,0.854760885,194.99,0.843097744,197.99
111,5,1,2013,14,14,6,0,134,200,0.826802035,6.485152548,0.855305063,199.99,0.833424325,200
112,5,1,2013,15,15,6,0,135,190,0.800886069,5.746440363,0.853386685,155,0.822559884,190
113,5,1,2013,16,16,6,0,136,199.99,0.822037923,5.226382162,0.875299929,200.99,0.835399302,180
114,5,1,2013,17,17,6,0,137,196,0.82847883,4.905114528,0.890765731,202,0.847453079,196
115,5,1,2013,18,18,6,0,138,187.64,0.812372459,4.460157283,0.858466393,195,0.838002941,187.64
116,5,1,2013,19,19,6,0,139,185,0.786925636,4.195497032,0.832739741,170,0.806436686,185
117,5,1,2013,20,20,6,0,140,178.97,0.768367512,4.089946094,0.808966304,141,0.786162799,178.97
118,5,1,2013,21,21,6,0,141,155.14,0.752804589,3.95161513,0.792640257,171,0.766613848,145
119,5,1,2013,22,22,6,0,142,184.99,0.767531436,3.998771725,0.798456372,185.01,0.775384275,141
120,5,1,2013,23,23,6,0,143,174.99,0.73916046,3.735902983,0.76375792,175,0.741808901,165
121,6,1,2013,0,0,7,0,144,169.99,0.699315333,3.483946446,0.719865766,140,0.697116728,169.99
122,6,1,2013,1,1,7,0,145,154.38,0.652630581,3.385784704,0.672768436,158,0.650118619,170
123,6,1,2013,2,2,7,0,146,137.99,0.618727054,3.242426187,0.649482316,143,0.617441596,137.99
124,6,1,2013,3,3,7,0,147,100.07,0.60053712,3.150980088,0.631437897,137.99,0.598810243,100.07
125,6,1,2013,4,4,7,0,148,99.99,0.59305152,3.047502885,0.624513402,120,0.593321332,53
126,6,1,2013,5,5,7,0,149,91,0.592786272,3.005566915,0.633275465,120,0.594786258,64
127,6,1,2013,6,6,7,0,150,79.99,0.595026221,3.314913991,0.642158523,137.99,0.594778071,64
128,6,1,2013,7,7,7,0,151,64,0.580738038,3.919362398,0.659199654,115.01,0.578284553,52.96
129,6,1,2013,8,8,7,0,152,80,0.624803748,4.714943078,0.751264623,175,0.605445512,52.98
130,6,1,2013,9,9,7,0,153,140.01,0.6747389,5.14547606,0.817431864,186.14,0.660237369,53
131,6,1,2013,10,10,7,0,154,142.99,0.727243842,5.360623335,0.849087815,194.99,0.711480631,142.99
132,6,1,2013,11,11,7,0,155,178,0.74582937,5.721515587,0.864075021,150,0.736775162,78
133,6,1,2013,12,12,7,0,156,170,0.749040141,5.784745135,0.842711376,190.01,0.749040141,160
134,6,1,2013,13,13,7,0,157,164,0.7504964,5.419853743,0.843097744,197.99,0.757730649,164
135,6,1,2013,14,14,7,0,158,144.99,0.749586271,5.06751761,0.833424325,200,0.738363666,144.99
136,6,1,2013,15,15,7,0,159,143,0.746706943,4.778747111,0.822559884,190,0.735371296,143
137,6,1,2013,16,16,7,0,160,178,0.769457559,4.292804721,0.835399302,180,0.760784635,119
138,6,1,2013,17,17,7,0,161,176.99,0.796095088,4.097549081,0.847453079,196,0.784474202,140
139,6,1,2013,18,18,7,0,162,154.38,0.795708356,3.847885911,0.838002941,187.64,0.785176456,154.38
140,6,1,2013,19,19,7,0,163,144.99,0.785012344,3.77060225,0.806436686,185,0.773535833,144.99
141,6,1,2013,20,20,7,0,164,138,0.774526382,3.580822115,0.786162799,178.97,0.763384305,180
142,6,1,2013,21,21,7,0,165,119.99,0.755778002,3.474717245,0.766613848,145,0.749324821,178
143,6,1,2013,22,22,7,0,166,145,0.760763014,3.242848501,0.775384275,141,0.759753946,145
144,6,1,2013,23,23,7,0,167,138,0.742097326,2.876597082,0.741808901,165,0.727904715,170
145,7,1,2013,0,0,1,0,0,145,0.674423063,2.81479102,0.697116728,169.99,0.671183929,145
146,7,1,2013,1,1,1,0,1,133,0.620541515,2.65598046,0.650118619,170,0.624026316,145
147,7,1,2013,2,2,1,0,2,80,0.595669272,2.604879151,0.617441596,137.99,0.601429402,78
148,7,1,2013,3,3,1,0,3,64,0.5799927,2.391810565,0.598810243,100.07,0.587120446,20
149,7,1,2013,4,4,1,0,4,64,0.578118456,2.204669582,0.593321332,53,0.578470345,12
150,7,1,2013,5,5,1,0,5,91.01,0.59088441,2.122023995,0.594786258,64,0.588507786,20
151,7,1,2013,6,6,1,0,6,142.99,0.625565415,2.251753044,0.594778071,64,0.626528046,30
152,7,1,2013,7,7,1,0,7,183.12,0.660616651,2.694851354,0.578284553,52.96,0.655831365,133
153,7,1,2013,8,8,1,0,8,194.56,0.777357876,3.268448842,0.605445512,52.98,0.77746577,194.56
154,7,1,2013,9,9,1,0,9,200,0.851390783,3.717860166,0.660237369,53,0.858139448,200
155,7,1,2013,10,10,1,0,10,202,0.87739076,3.818032203,0.711480631,142.99,0.883358275,202
156,7,1,2013,11,11,1,0,11,202.99,0.897432772,3.853936304,0.736775162,78,0.901271501,205
157,7,1,2013,12,12,1,0,12,199.99,0.865407219,3.748313505,0.749040141,160,0.870238,199.99
158,7,1,2013,13,13,1,0,13,200.55,0.872170735,3.295402135,0.757730649,164,0.872684232,200.55
159,7,1,2013,14,14,1,0,14,201.99,0.88490872,2.808230785,0.738363666,144.99,0.888417396,202
160,7,1,2013,15,15,1,0,15,200.01,0.876599084,2.365206378,0.735371296,143,0.881698828,200.01
161,7,1,2013,16,16,1,0,16,202.99,0.893853371,2.17269107,0.760784635,119,0.897675365,202.99
162,7,1,2013,17,17,1,0,17,203,0.913970539,2.105287119,0.784474202,140,0.902024918,170
163,7,1,2013,18,18,1,0,18,192.91,0.866406745,1.832663605,0.785176456,154.38,0.861562044,192.91
164,7,1,2013,19,19,1,0,19,184.99,0.834181632,1.516539684,0.773535833,144.99,0.832867475,170
165,7,1,2013,20,20,1,0,20,179.99,0.816369702,1.194387342,0.763384305,180,0.808524337,141
166,7,1,2013,21,21,1,0,21,149.96,0.79574344,0.895370046,0.749324821,178,0.792731679,149.96
167,7,1,2013,22,22,1,0,22,185,0.810326639,0.622077673,0.759753946,145,0.793832901,185
168,7,1,2013,23,23,1,0,23,165.01,0.769168447,0.426428759,0.727904715,170,0.746255688,165.01
169,8,1,2013,0,0,2,0,24,150,0.702374703,0.280662058,0.671183929,145,0.703129105,140
170,8,1,2013,1,1,2,0,25,143.99,0.661506913,0.073617282,0.624026316,145,0.664330737,143.99
171,8,1,2013,2,2,2,0,26,100,0.638787268,-0.150953525,0.601429402,78,0.638185132,99
172,8,1,2013,3,3,2,0,27,80,0.625545062,-0.372918023,0.587120446,20,0.621697567,52.98
173,8,1,2013,4,4,2,0,28,75,0.6243961,-0.60866178,0.578470345,12,0.620801887,52.98
174,8,1,2013,5,5,2,0,29,99.99,0.631290972,-0.925861352,0.588507786,20,0.627990446,53
175,8,1,2013,6,6,2,0,30,133,0.662208149,-0.799121916,0.626528046,30,0.655165618,78
176,8,1,2013,7,7,2,0,31,149.92,0.687159999,-0.032369774,0.655831365,133,0.679377391,78
177,8,1,2013,8,8,2,0,32,184.79,0.779190354,0.386422202,0.77746577,194.56,0.768173325,140
178,8,1,2013,9,9,2,0,33,185.92,0.841542025,0.858271649,0.858139448,200,0.853803757,199.99
179,8,1,2013,10,10,2,0,34,190.01,0.868150818,1.027235917,0.883358275,202,0.880825305,190.01
180,8,1,2013,11,11,2,0,35,199.99,0.887516061,1.081876262,0.901271501,205,0.898161123,200
181,8,1,2013,12,12,2,0,36,184.99,0.859247996,0.957373906,0.870238,199.99,0.871713505,188
182,8,1,2013,13,13,2,0,37,185.01,0.866291718,0.794558868,0.872684232,200.55,0.881849087,200
183,8,1,2013,14,14,2,0,38,190,0.88007525,0.351980267,0.888417396,202,0.892673412,200.02
184,8,1,2013,15,15,2,0,39,187.64,0.871166292,-0.11533047,0.881698828,200.01,0.888999578,200.01
185,8,1,2013,16,16,2,0,40,200,0.881670228,-0.563895079,0.897675365,202.99,0.892184399,203
186,8,1,2013,17,17,2,0,41,202.99,0.909083501,-0.910566512,0.902024918,170,0.905620326,202.99
187,8,1,2013,18,18,2,0,42,197.99,0.866320583,-1.175678117,0.861562044,192.91,0.867294553,197.99
188,8,1,2013,19,19,2,0,43,185.01,0.835333851,-1.257518246,0.832867475,170,0.839960315,145
189,8,1,2013,20,20,2,0,44,185,0.817993385,-1.500678603,0.808524337,141,0.824758551,150
190,8,1,2013,21,21,2,0,45,179.99,0.79677056,-1.539261103,0.792731679,149.96,0.80083152,179.99
191,8,1,2013,22,22,2,0,46,189.99,0.811773803,-1.686252877,0.793832901,185,0.805813945,158.17
192,8,1,2013,23,23,2,0,47,180,0.771632327,-1.756774949,0.746255688,165.01,0.751261233,140
193,9,1,2013,0,0,3,0,48,149.99,0.703466167,-1.860145105,0.703129105,140,0.701288278,170
194,9,1,2013,1,1,3,0,49,140.01,0.659648149,-1.997898895,0.664330737,143.99,0.661071738,182
195,9,1,2013,2,2,3,0,50,129.88,0.637626274,-2.102112634,0.638185132,99,0.636599278,165
196,9,1,2013,3,3,3,0,51,108.62,0.621494464,-2.04462178,0.621697567,52.98,0.620953921,108.62
197,9,1,2013,4,4,3,0,52,91.01,0.619314458,-2.060920189,0.620801887,52.98,0.617276208,165
198,9,1,2013,5,5,3,0,53,132.99,0.634783335,-2.105263639,0.627990446,53,0.633516402,185
199,9,1,2013,6,6,3,0,54,149.89,0.658733582,-1.987564356,0.655165618,78,0.66001416,189
200,9,1,2013,7,7,3,0,55,174.8,0.699368132,-1.212085386,0.679377391,78,0.689314715,185
201,9,1,2013,8,8,3,0,56,185,0.78289194,-0.31322738,0.768173325,140,0.790639143,188
202,9,1,2013,9,9,3,0,57,197.64,0.859187544,0.306412812,0.853803757,199.99,0.870194575,200.05
203,9,1,2013,10,10,3,0,58,202,0.885595785,0.624870247,0.880825305,190.01,0.895505653,205
204,9,1,2013,11,11,3,0,59,204.87,0.895089355,1.131071409,0.898161123,200,0.906753809,218
205,9,1,2013,12,12,3,0,60,199.42,0.872842996,1.424420824,0.871713505,188,0.88706596,203.01
206,9,1,2013,13,13,3,0,61,200.3,0.886768185,1.355265246,0.881849087,200,0.891623562,217.23
207,9,1,2013,14,14,3,0,62,200.99,0.894199497,0.908662636,0.892673412,200.02,0.901101279,218
208,9,1,2013,15,15,3,0,63,200,0.880205789,-0.034381077,0.888999578,200.01,0.89121221,210
209,9,1,2013,16,16,3,0,64,202.5,0.898901727,-0.357819042,0.892184399,203,0.910487571,218.01
210,9,1,2013,17,17,3,0,65,202.99,0.904613478,-0.835525618,0.905620326,202.99,0.916110988,218.01
211,9,1,2013,18,18,3,0,66,199.42,0.864180265,-1.09426253,0.867294553,197.99,0.876335037,200.03
212,9,1,2013,19,19,3,0,67,185,0.833813117,-1.288149015,0.839960315,145,0.84547627,200
213,9,1,2013,20,20,3,0,68,184.79,0.811665795,-1.536893627,0.824758551,150,0.828189359,184.79
214,9,1,2013,21,21,3,0,69,174.79,0.795965329,-1.856423743,0.80083152,179.99,0.806751943,200
215,9,1,2013,22,22,3,0,70,184.99,0.799929237,-2.145976083,0.805813945,158.17,0.809010485,200
216,9,1,2013,23,23,3,0,71,171,0.753205157,-2.298792588,0.751261233,140,0.750548444,190
217,10,1,2013,0,0,4,0,72,175,0.714157997,-2.502041186,0.701288278,170,0.709653512,175
218,10,1,2013,1,1,4,0,73,149.88,0.671590246,-2.558192027,0.661071738,182,0.625054086,30
219,10,1,2013,2,2,4,0,74,142.99,0.648702568,-2.746577567,0.636599278,165,0.612194439,26
220,10,1,2013,3,3,4,0,75,132,0.628539846,-2.707254009,0.620953921,108.62,0.624742087,30
221,10,1,2013,4,4,4,0,76,132,0.62667606,-2.757722365,0.617276208,165,0.63183286,78
222,10,1,2013,5,5,4,0,77,140.01,0.636883179,-2.846873957,0.633516402,185,0.640773473,140.01
223,10,1,2013,6,6,4,0,78,145,0.663227786,-2.208650425,0.66001416,189,0.667716512,145
224,10,1,2013,7,7,4,0,79,172.79,0.686420439,-0.718113744,0.689314715,185,0.693963143,172.79
225,10,1,2013,8,8,4,0,80,188.93,0.777830623,0.467078948,0.790639143,188,0.79890538,200
226,10,1,2013,9,9,4,0,81,202.99,0.851888392,1.477218617,0.870194575,200.05,0.875061319,203.01
227,10,1,2013,10,10,4,0,82,202.99,0.881666442,2.282383009,0.895505653,205,0.889988136,216.7
228,10,1,2013,11,11,4,0,83,203,0.902553608,2.849673121,0.906753809,218,0.894229485,210
229,10,1,2013,12,12,4,0,84,200,0.875893605,3.255267666,0.88706596,203.01,0.865717782,200.04
230,10,1,2013,13,13,4,0,85,202.99,0.889578319,3.334284978,0.891623562,217.23,0.874839683,203.02
231,10,1,2013,14,14,4,0,86,203,0.899671427,2.761183745,0.901101279,218,0.873856786,204
232,10,1,2013,15,15,4,0,87,202.99,0.896762995,1.680266908,0.89121221,210,0.870179641,203.01
233,10,1,2013,16,16,4,0,88,205,0.903036864,0.945948202,0.910487571,218.01,0.888493622,205.01
234,10,1,2013,17,17,4,0,89,203,0.904213329,0.585506546,0.916110988,218.01,0.906001437,203.04
235,10,1,2013,18,18,4,0,90,190.9,0.864819058,0.117985064,0.876335037,200.03,0.872328656,200.01
236,10,1,2013,19,19,4,0,91,185,0.83407957,-0.043447171,0.84547627,200,0.841501855,200
237,10,1,2013,20,20,4,0,92,172.8,0.820845906,-0.256440696,0.828189359,184.79,0.825543395,200
238,10,1,2013,21,21,4,0,93,165.02,0.796247243,-0.374392526,0.806751943,200,0.802783639,200
239,10,1,2013,22,22,4,0,94,184.99,0.800407517,-0.559285333,0.809010485,200,0.813495331,200
240,10,1,2013,23,23,4,0,95,172,0.752691641,-0.544926066,0.750548444,190,0.780013835,200
241,11,1,2013,0,0,5,0,96,167.99,0.700361371,-0.588739799,0.709653512,175,0.711913457,195
242,11,1,2013,1,1,5,0,97,145,0.658619409,-0.576852496,0.625054086,30,0.674644086,200
243,11,1,2013,2,2,5,0,98,128,0.635709269,-0.562873077,0.612194439,26,0.648680332,185
244,11,1,2013,3,3,5,0,99,120,0.622375649,-0.462098752,0.624742087,30,0.634164481,183
245,11,1,2013,4,4,5,0,100,100.09,0.61697783,-0.171817604,0.63183286,78,0.629498851,160
246,11,1,2013,5,5,5,0,101,120.01,0.629415623,0.021167009,0.640773473,140.01,0.63944742,160
247,11,1,2013,6,6,5,0,102,142.99,0.651730824,0.529124852,0.667716512,145,0.66440854,183
248,11,1,2013,7,7,5,0,103,149.88,0.672761924,1.327433924,0.693963143,172.79,0.690312793,185
249,11,1,2013,8,8,5,0,104,190.01,0.771552107,2.290084971,0.79890538,200,0.79190371,200
250,11,1,2013,9,9,5,0,105,196.94,0.840766881,3.105595204,0.875061319,203.01,0.863797797,205
251,11,1,2013,10,10,5,0,106,200.01,0.870898335,3.68117833,0.889988136,216.7,0.889357318,218.01
252,11,1,2013,11,11,5,0,107,201,0.871213388,4.078146979,0.894229485,210,0.897524538,218.02
253,11,1,2013,12,12,5,0,108,172.8,0.820940884,4.364660578,0.865717782,200.04,0.834980494,200.02
254,11,1,2013,13,13,5,0,109,190,0.853981136,4.787036903,0.874839683,203.02,0.864576077,203.02
255,11,1,2013,14,14,5,0,110,190.01,0.856383911,4.489568346,0.873856786,204,0.879263044,218.02
256,11,1,2013,15,15,5,0,111,185.01,0.853886145,4.129700135,0.870179641,203.01,0.874602386,218
257,11,1,2013,16,16,5,0,112,199.99,0.890073406,3.990164157,0.888493622,205.01,0.890346497,217.28
258,11,1,2013,17,17,5,0,113,202,0.898032348,4.057032663,0.906001437,203.04,0.900734034,217.26
259,11,1,2013,18,18,5,0,114,190,0.869392798,3.826010857,0.872328656,200.01,0.86216311,200.1
260,11,1,2013,19,19,5,0,115,185,0.837070467,4.012308837,0.841501855,200,0.829292581,200.01
261,11,1,2013,20,20,5,0,116,172.8,0.816540828,4.026992857,0.825543395,200,0.809319147,200
262,11,1,2013,21,21,5,0,117,150,0.796140474,4.229334833,0.802783639,200,0.788176526,200
263,11,1,2013,22,22,5,0,118,175,0.798365436,4.024542951,0.813495331,200,0.794289704,200
264,11,1,2013,23,23,5,0,119,145,0.745526776,4.033042569,0.780013835,200,0.759999664,200
265,12,1,2013,0,0,6,0,120,162.06,0.709889304,4.044571194,0.711913457,195,0.716239303,178.11
266,12,1,2013,1,1,6,0,121,145,0.667471297,4.204535194,0.674644086,200,0.675360546,192.87
267,12,1,2013,2,2,6,0,122,127.99,0.642972053,4.314899116,0.648680332,185,0.649443764,192.87
268,12,1,2013,3,3,6,0,123,100.05,0.627429649,4.27319851,0.634164481,183,0.632065803,188
269,12,1,2013,4,4,6,0,124,100.03,0.62049745,4.388984168,0.629498851,160,0.627275596,173
270,12,1,2013,5,5,6,0,125,119.94,0.630720504,4.572989557,0.63944742,160,0.627091233,170
