Number,Day,Month,Year,Hour1,Hour2,Weekday,Holiday,Mod168,Day-Ahead Price PTF (TL/MWh),Forecast Demand/Supply,Temperature,Realized D/S(-24),Balancing market(-24),Realized Demand/Supply,Balancing Market Prices SMP (TL/MWh)
17178,17,12,2014,17,17,3,0,65,195,0.802807075,10.18637689,0.805350661,227.17,0.805180013,208
17179,17,12,2014,18,18,3,0,66,194.99,0.767794355,9.732896474,0.764018577,220,0.766618254,194.99
17180,17,12,2014,19,19,3,0,67,189.95,0.739231673,9.787005974,0.741333305,214,0.743720662,188
17181,17,12,2014,20,20,3,0,68,189.94,0.729191705,9.56193697,0.718976829,188.94,0.734030477,150
17182,17,12,2014,21,21,3,0,69,183.99,0.708974834,9.099608476,0.7028071,199.98,0.714961732,175
17183,17,12,2014,22,22,3,0,70,188,0.716008509,9.193304253,0.706032429,199.98,0.720061388,175
17184,17,12,2014,23,23,3,0,71,175.01,0.682324551,9.092084517,0.667333935,175.01,0.684216144,175.01
17185,18,12,2014,0,0,4,0,72,180,0.64603392,8.769546716,0.629140448,183.99,0.641757358,200
17186,18,12,2014,1,1,4,0,73,160,0.603830481,8.773318234,0.59130849,120,0.605248568,204.98
17187,18,12,2014,2,2,4,0,74,119.58,0.576284388,8.749618907,0.565810952,120,0.581178232,135
17188,18,12,2014,3,3,4,0,75,104.99,0.568517918,8.686620693,0.55459514,90,0.568517918,104.99
17189,18,12,2014,4,4,4,0,76,119.5,0.565865737,8.642240185,0.554795695,30,0.568879087,119.5
17190,18,12,2014,5,5,4,0,77,122.99,0.582844289,8.833713895,0.568911578,198.8,0.584295641,200
17191,18,12,2014,6,6,4,0,78,165,0.598799785,8.881823137,0.587174874,122.99,0.603434174,204.98
17192,18,12,2014,7,7,4,0,79,183.99,0.629750276,9.960919736,0.618893946,150,0.632186537,204.98
17193,18,12,2014,8,8,4,0,80,205,0.729858488,10.80954489,0.724756784,189.95,0.723776334,210.45
17194,18,12,2014,9,9,4,0,81,212,0.785243123,11.36233715,0.777393364,204,0.786896267,213.97
17195,18,12,2014,10,10,4,0,82,208.78,0.800285895,12.52630122,0.792013285,208.77,0.795226617,209
17196,18,12,2014,11,11,4,0,83,211.99,0.806118601,12.544346,0.797168248,175,0.802375087,211.99
17197,18,12,2014,12,12,4,0,84,189.95,0.76535201,12.27693297,0.757410628,182.54,0.760517002,200
17198,18,12,2014,13,13,4,0,85,190,0.777064559,12.34229452,0.769001606,189.94,0.781883743,204.99
17199,18,12,2014,14,14,4,0,86,209.03,0.776733882,11.34145263,0.780573328,175,0.775253304,209.03
17200,18,12,2014,15,15,4,0,87,191.11,0.758898419,10.25184595,0.771209377,189.94,0.758206482,191.11
17201,18,12,2014,16,16,4,0,88,212,0.787874306,9.533211747,0.807784277,215,0.782812544,212
17202,18,12,2014,17,17,4,0,89,215.78,0.817055306,9.166859437,0.805180013,208,0.804988713,215.78
17203,18,12,2014,18,18,4,0,90,216.09,0.77224679,8.843870803,0.766618254,194.99,0.767492785,216.09
17204,18,12,2014,19,19,4,0,91,216.08,0.748346524,8.777807189,0.743720662,188,0.744179085,216.08
17205,18,12,2014,20,20,4,0,92,209.01,0.732713179,8.590600879,0.734030477,150,0.72794046,209.01
17206,18,12,2014,21,21,4,0,93,199.98,0.717214125,8.400024461,0.714961732,175,0.710916089,200
17207,18,12,2014,22,22,4,0,94,209.04,0.718342264,8.490385856,0.720061388,175,0.721754389,209.04
17208,18,12,2014,23,23,4,0,95,189.95,0.689871914,8.339825522,0.684216144,175.01,0.688000693,209
17209,19,12,2014,0,0,5,0,96,189.94,0.637769906,7.881705925,0.641757358,200,0.632248576,189.94
17210,19,12,2014,1,1,5,0,97,160.01,0.593430055,8.148963083,0.605248568,204.98,0.592126307,120
17211,19,12,2014,2,2,5,0,98,120.05,0.567330975,7.836549202,0.581178232,135,0.562554631,120
17212,19,12,2014,3,3,5,0,99,120.05,0.55342885,7.498417286,0.568517918,104.99,0.54807381,20
17213,19,12,2014,4,4,5,0,100,120.06,0.550745611,7.440132929,0.568879087,119.5,0.554506801,9.08
17214,19,12,2014,5,5,5,0,101,122.99,0.568530894,7.377747627,0.584295641,200,0.569070212,120
17215,19,12,2014,6,6,5,0,102,123,0.588221691,7.417340747,0.603434174,204.98,0.589950435,120
17216,19,12,2014,7,7,5,0,103,165.01,0.618347008,8.529812519,0.632186537,204.98,0.623631064,120
17217,19,12,2014,8,8,5,0,104,216.18,0.717784264,9.681022474,0.723776334,210.45,0.723144931,216.18
17218,19,12,2014,9,9,5,0,105,216.31,0.786109829,10.34859836,0.786896267,213.97,0.786614039,220
17219,19,12,2014,10,10,5,0,106,216.17,0.793264315,11.03487306,0.795226617,209,0.803489629,216.17
17220,19,12,2014,11,11,5,0,107,216.09,0.784159881,11.31358596,0.802375087,211.99,0.783355615,220
17221,19,12,2014,12,12,5,0,108,195.99,0.732404322,11.2984178,0.760517002,200,0.720287174,125.78
17222,19,12,2014,13,13,5,0,109,216.19,0.754690098,11.29502374,0.781883743,204.99,0.7513285,140
17223,19,12,2014,14,14,5,0,110,216.38,0.754576195,10.48558903,0.775253304,209.03,0.750814378,160.01
17224,19,12,2014,15,15,5,0,111,215.78,0.745720285,9.491851745,0.758206482,191.11,0.740748817,165.16
17225,19,12,2014,16,16,5,0,112,216.29,0.784791822,8.796061672,0.782812544,212,0.770748178,216.29
17226,19,12,2014,17,17,5,0,113,216.12,0.795920884,8.229475097,0.804988713,215.78,0.779371818,216.12
17227,19,12,2014,18,18,5,0,114,216.02,0.760933874,7.573590274,0.767492785,216.09,0.732250834,185
17228,19,12,2014,19,19,5,0,115,214.86,0.732664079,7.435828138,0.744179085,216.08,0.722081153,134.38
17229,19,12,2014,20,20,5,0,116,199.99,0.717556481,7.150036634,0.72794046,209.01,0.711754018,126.78
17230,19,12,2014,21,21,5,0,117,195,0.704261379,6.844000091,0.710916089,200,0.697218766,125.78
17231,19,12,2014,22,22,5,0,118,195,0.707403656,6.645613368,0.721754389,209.04,0.708401561,134
17232,19,12,2014,23,23,5,0,119,188.93,0.674846667,6.66247258,0.688000693,209,0.670340289,188.93
17233,20,12,2014,0,0,6,0,120,175,0.623058741,6.565075314,0.632248576,189.94,0.63001844,175
17234,20,12,2014,1,1,6,0,121,160.01,0.584141746,6.432049322,0.592126307,120,0.588478556,160.01
17235,20,12,2014,2,2,6,0,122,120.89,0.551292715,6.346318271,0.562554631,120,0.557864124,120
17236,20,12,2014,3,3,6,0,123,30.05,0.541332632,6.189458712,0.54807381,20,0.546146943,130
17237,20,12,2014,4,4,6,0,124,83.48,0.541408425,5.85400402,0.554506801,9.08,0.54269538,82
17238,20,12,2014,5,5,6,0,125,87.79,0.546701779,5.689292937,0.569070212,120,0.549567555,87.79
17239,20,12,2014,6,6,6,0,126,122.99,0.555789429,6.082903992,0.589950435,120,0.566436479,122.99
17240,20,12,2014,7,7,6,0,127,123,0.574418228,7.209916543,0.623631064,120,0.57495465,110
17241,20,12,2014,8,8,6,0,128,174.99,0.670100197,8.576363625,0.723144931,216.18,0.668137277,174.99
17242,20,12,2014,9,9,6,0,129,214.94,0.722217612,9.797926118,0.786614039,220,0.724752102,217.96
17243,20,12,2014,10,10,6,0,130,213.77,0.74362464,10.53253441,0.803489629,216.17,0.741404865,213.77
17244,20,12,2014,11,11,6,0,131,213.77,0.754117616,11.16201692,0.783355615,220,0.751359191,216.99
17245,20,12,2014,12,12,6,0,132,199.98,0.726778802,11.66987262,0.720287174,125.78,0.724564922,199.98
17246,20,12,2014,13,13,6,0,133,191.75,0.729173051,11.39397906,0.7513285,140,0.722216829,191.75
17247,20,12,2014,14,14,6,0,134,191.75,0.719689273,10.58317164,0.750814378,160.01,0.708481728,191.75
17248,20,12,2014,15,15,6,0,135,199.67,0.70711075,9.21067441,0.740748817,165.16,0.692902243,194.5
17249,20,12,2014,16,16,6,0,136,209.03,0.724162398,8.583299915,0.770748178,216.29,0.709242908,204
17250,20,12,2014,17,17,6,0,137,189.95,0.727672562,7.975120822,0.779371818,216.12,0.730778747,189.95
17251,20,12,2014,18,18,6,0,138,213.77,0.711434037,7.315152568,0.732250834,185,0.715221055,213.77
17252,20,12,2014,19,19,6,0,139,209.01,0.691727032,7.308583594,0.722081153,134.38,0.693346899,204
17253,20,12,2014,20,20,6,0,140,199.98,0.674945411,7.167339003,0.711754018,126.78,0.678990686,194.88
17254,20,12,2014,21,21,6,0,141,199.67,0.676174443,6.692220849,0.697218766,125.78,0.682284724,194.67
17255,20,12,2014,22,22,6,0,142,213.77,0.697648651,6.958466748,0.708401561,134,0.704647936,205.77
17256,20,12,2014,23,23,6,0,143,191.75,0.671788769,6.816803574,0.670340289,188.93,0.683298598,186
17257,21,12,2014,0,0,7,0,144,202.95,0.620474993,6.111551139,0.63001844,175,0.628657081,203
17258,21,12,2014,1,1,7,0,145,165.01,0.5765592,6.293701376,0.588478556,160.01,0.582643836,165.01
17259,21,12,2014,2,2,7,0,146,123,0.548790079,6.044796379,0.557864124,120,0.552326216,120
17260,21,12,2014,3,3,7,0,147,122.99,0.539930289,5.703523746,0.546146943,130,0.541280114,110
17261,21,12,2014,4,4,7,0,148,121.5,0.529403411,5.924379828,0.54269538,82,0.533868813,30
17262,21,12,2014,5,5,7,0,149,122.99,0.534441039,5.941870485,0.549567555,87.79,0.535708033,30
17263,21,12,2014,6,6,7,0,150,122.99,0.52872523,5.982907732,0.566436479,122.99,0.533875151,20
17264,21,12,2014,7,7,7,0,151,122.99,0.515962474,7.768270081,0.57495465,110,0.523195162,41.5
17265,21,12,2014,8,8,7,0,152,122.99,0.543663119,8.910599869,0.668137277,174.99,0.552375668,8.7
17266,21,12,2014,9,9,7,0,153,160,0.581827585,9.646176568,0.724752102,217.96,0.595034148,160
17267,21,12,2014,10,10,7,0,154,202.94,0.619570923,10.39177702,0.741404865,213.77,0.628110327,202.94
17268,21,12,2014,11,11,7,0,155,188,0.636759206,11.10455567,0.751359191,216.99,0.643196263,213.96
17269,21,12,2014,12,12,7,0,156,175,0.629514802,10.96779673,0.724564922,199.98,0.638332638,209
17270,21,12,2014,13,13,7,0,157,179.99,0.62959759,10.56199914,0.722216829,191.75,0.639537391,222.99
17271,21,12,2014,14,14,7,0,158,170.01,0.620712201,9.548685972,0.708481728,191.75,0.637770291,225
17272,21,12,2014,15,15,7,0,159,175,0.619319147,8.27415737,0.692902243,194.5,0.640732506,225
17273,21,12,2014,16,16,7,0,160,196.67,0.65500068,7.720683617,0.709242908,204,0.674286811,225
17274,21,12,2014,17,17,7,0,161,185,0.677888891,7.110570904,0.730778747,189.95,0.691604843,225
17275,21,12,2014,18,18,7,0,162,182.48,0.669644607,6.729250713,0.715221055,213.77,0.684515644,225
17276,21,12,2014,19,19,7,0,163,170,0.666517953,6.708993344,0.693346899,204,0.674260333,200
17277,21,12,2014,20,20,7,0,164,170,0.661335195,6.231266364,0.678990686,194.88,0.669973043,216
17278,21,12,2014,21,21,7,0,165,165.01,0.649385789,5.804238136,0.682284724,194.67,0.6582472,210
17279,21,12,2014,22,22,7,0,166,170.01,0.656861015,5.967186044,0.704647936,205.77,0.66730284,222.99
17280,21,12,2014,23,23,7,0,167,165.01,0.625793295,5.632367381,0.683298598,186,0.637016762,225
17281,22,12,2014,0,0,1,0,0,165.01,0.599259047,5.555886209,0.628657081,203,0.602822209,189.78
17282,22,12,2014,1,1,1,0,1,120.05,0.559702054,5.279476866,0.582643836,165.01,0.558661285,120.05
17283,22,12,2014,2,2,1,0,2,119.49,0.534694621,5.100060104,0.552326216,120,0.533375245,30
17284,22,12,2014,3,3,1,0,3,91.01,0.52514265,4.765003585,0.541280114,110,0.523106855,2
17285,22,12,2014,4,4,1,0,4,94.42,0.509698824,4.376141562,0.533868813,30,0.511052007,1.7
17286,22,12,2014,5,5,1,0,5,117.95,0.522343349,4.268578779,0.535708033,30,0.522658557,30
17287,22,12,2014,6,6,1,0,6,122.99,0.551054773,4.270379584,0.533875151,20,0.5603143,122.99
17288,22,12,2014,7,7,1,0,7,150,0.592500027,5.670999521,0.523195162,41.5,0.595507413,193.9
17289,22,12,2014,8,8,1,0,8,196.15,0.706972534,6.759733755,0.552375668,8.7,0.717543241,212
17290,22,12,2014,9,9,1,0,9,216,0.768607723,7.288995718,0.595034148,160,0.785328312,216
17291,22,12,2014,10,10,1,0,10,215.77,0.790985721,7.906626118,0.628110327,202.94,0.802480782,225.99
17292,22,12,2014,11,11,1,0,11,215.77,0.787044713,8.007770173,0.643196263,213.96,0.801746532,228.16
17293,22,12,2014,12,12,1,0,12,192.49,0.758221045,8.055918766,0.638332638,209,0.768308489,218
17294,22,12,2014,13,13,1,0,13,209.99,0.769796641,7.773548811,0.639537391,222.99,0.781576526,216
17295,22,12,2014,14,14,1,0,14,215.78,0.782178977,6.939145509,0.637770291,225,0.790290463,225.99
17296,22,12,2014,15,15,1,0,15,215.77,0.76811641,5.905182447,0.640732506,225,0.775907305,230
17297,22,12,2014,16,16,1,0,16,216.13,0.794654145,5.386772739,0.674286811,225,0.803301208,221.46
17298,22,12,2014,17,17,1,0,17,215.78,0.803773015,5.0047827,0.691604843,225,0.812749937,227
17299,22,12,2014,18,18,1,0,18,215.77,0.768479468,4.801026414,0.684515644,225,0.773624559,215.77
17300,22,12,2014,19,19,1,0,19,212,0.733302464,4.290993529,0.674260333,200,0.739547502,212
17301,22,12,2014,20,20,1,0,20,215.77,0.718875,3.960710252,0.669973043,216,0.724190318,215.77
17302,22,12,2014,21,21,1,0,21,196.88,0.701759295,3.615735897,0.6582472,210,0.708645718,150.16
17303,22,12,2014,22,22,1,0,22,192.49,0.705254187,3.302911883,0.66730284,222.99,0.708201844,130
17304,22,12,2014,23,23,1,0,23,188.93,0.67431031,3.068654801,0.637016762,225,0.670873079,180
17305,23,12,2014,0,0,2,0,24,169.99,0.635433087,2.993717776,0.602822209,189.78,0.634340588,120
17306,23,12,2014,1,1,2,0,25,120.04,0.593704677,2.922895962,0.558661285,120.05,0.594798344,108
17307,23,12,2014,2,2,2,0,26,110.09,0.571995971,3.000954486,0.533375245,30,0.570253171,109
17308,23,12,2014,3,3,2,0,27,94.41,0.55843497,2.841715403,0.523106855,2,0.556178893,94.41
17309,23,12,2014,4,4,2,0,28,105,0.559122237,3.239726866,0.511052007,1.7,0.560694066,104
17310,23,12,2014,5,5,2,0,29,120.09,0.576052291,3.021043504,0.522658557,30,0.571866911,120.09
17311,23,12,2014,6,6,2,0,30,155.01,0.60081114,3.698521983,0.5603143,122.99,0.602076006,120
17312,23,12,2014,7,7,2,0,31,165,0.633570025,5.33966964,0.595507413,193.9,0.636579482,165
17313,23,12,2014,8,8,2,0,32,205,0.7387909,6.777514717,0.717543241,212,0.737696395,220
17314,23,12,2014,9,9,2,0,33,214.65,0.790288714,7.862288804,0.785328312,216,0.794262867,214.65
17315,23,12,2014,10,10,2,0,34,211.99,0.797794859,8.776687652,0.802480782,225.99,0.792282007,211.99
17316,23,12,2014,11,11,2,0,35,214.64,0.804244079,9.58158397,0.801746532,228.16,0.800547693,214.64
17317,23,12,2014,12,12,2,0,36,197.68,0.775356364,10.10844767,0.768308489,218,0.769053759,180
17318,23,12,2014,13,13,2,0,37,202.94,0.777637658,10.14926903,0.781576526,216,0.773052743,140
17319,23,12,2014,14,14,2,0,38,202.94,0.790049251,9.343570366,0.790290463,225.99,0.786808023,202.94
17320,23,12,2014,15,15,2,0,39,202.94,0.780036041,7.778455534,0.775907305,230,0.76824686,202.94
17321,23,12,2014,16,16,2,0,40,214.64,0.802665551,7.119147782,0.803301208,221.46,0.787248232,151.01
17322,23,12,2014,17,17,2,0,41,209.01,0.830718274,6.782870377,0.812749937,227,0.8150368,209.01
17323,23,12,2014,18,18,2,0,42,209.01,0.790316552,6.116031357,0.773624559,215.77,0.779875468,209.01
17324,23,12,2014,19,19,2,0,43,200,0.767939274,6.264375838,0.739547502,212,0.754774601,200
17325,23,12,2014,20,20,2,0,44,196.88,0.751209481,6.045251375,0.724190318,215.77,0.740209628,196.88
17326,23,12,2014,21,21,2,0,45,180,0.73384528,5.516829071,0.708645718,150.16,0.723620667,204
17327,23,12,2014,22,22,2,0,46,196.15,0.733818519,5.666715855,0.708201844,130,0.725540688,196.15
17328,23,12,2014,23,23,2,0,47,175.01,0.700204433,5.332502832,0.670873079,180,0.689239817,175.01
17329,24,12,2014,0,0,3,0,48,170,0.630509605,4.787549966,0.634340588,120,0.630043383,170
17330,24,12,2014,1,1,3,0,49,139.07,0.592792798,4.845417748,0.594798344,108,0.596024188,138
17331,24,12,2014,2,2,3,0,50,117.58,0.583797816,4.530913846,0.570253171,109,0.580776606,198.8
17332,24,12,2014,3,3,3,0,51,95.08,0.565415252,4.062249358,0.556178893,94.41,0.569366347,210
17333,24,12,2014,4,4,3,0,52,119.59,0.563304193,4.378094953,0.560694066,104,0.564525817,205
17334,24,12,2014,5,5,3,0,53,125.04,0.580363239,4.397954571,0.571866911,120.09,0.583299194,155
17335,24,12,2014,6,6,3,0,54,150,0.599866939,4.978001553,0.602076006,120,0.609501165,150
17336,24,12,2014,7,7,3,0,55,169.99,0.631310121,7.45477954,0.636579482,165,0.642846291,169.99
17337,24,12,2014,8,8,3,0,56,202.74,0.738788822,9.160277491,0.737696395,220,0.741633848,202.74
17338,24,12,2014,9,9,3,0,57,205,0.796898143,10.33511714,0.794262867,214.65,0.794562407,205
17339,24,12,2014,10,10,3,0,58,205,0.805684839,12.0088148,0.792282007,211.99,0.805204175,205
17340,24,12,2014,11,11,3,0,59,213.96,0.825008354,12.89944138,0.800547693,214.64,0.810259601,213.96
17341,24,12,2014,12,12,3,0,60,202.74,0.794665777,13.14728245,0.769053759,180,0.768949188,202.74
17342,24,12,2014,13,13,3,0,61,202.75,0.805343047,13.06394716,0.773052743,140,0.771444797,202.75
17343,24,12,2014,14,14,3,0,62,202.75,0.807224846,11.65402061,0.786808023,202.94,0.77083093,202.75
17344,24,12,2014,15,15,3,0,63,202.75,0.800048411,9.372785774,0.76824686,202.94,0.759660698,202.75
17345,24,12,2014,16,16,3,0,64,213.97,0.831322789,8.335969408,0.787248232,151.01,0.803339465,160
17346,24,12,2014,17,17,3,0,65,202.75,0.832070649,7.790192402,0.8150368,209.01,0.815788081,202.75
17347,24,12,2014,18,18,3,0,66,202.75,0.794124561,6.953377416,0.779875468,209.01,0.78331815,205
17348,24,12,2014,19,19,3,0,67,198.45,0.760260319,6.822373506,0.754774601,200,0.759094138,201
17349,24,12,2014,20,20,3,0,68,198.58,0.7505075,6.313809705,0.740209628,196.88,0.751482479,205
17350,24,12,2014,21,21,3,0,69,196.16,0.734273325,5.547112139,0.723620667,204,0.739153278,205
17351,24,12,2014,22,22,3,0,70,198.45,0.738526432,5.806702401,0.725540688,196.15,0.742436278,198.45
17352,24,12,2014,23,23,3,0,71,179.01,0.702881632,5.430203133,0.689239817,175.01,0.704919301,179.01
17353,25,12,2014,0,0,4,0,72,179.86,0.634560582,4.919344181,0.630043383,170,0.637040731,180
17354,25,12,2014,1,1,4,0,73,125.1,0.592078831,5.071135436,0.596024188,138,0.596775396,125.1
17355,25,12,2014,2,2,4,0,74,125.02,0.567142562,4.667658757,0.580776606,198.8,0.570478695,208.8
17356,25,12,2014,3,3,4,0,75,119.59,0.552769263,4.115862082,0.569366347,210,0.557963962,155
17357,25,12,2014,4,4,4,0,76,119.58,0.549934984,4.644892989,0.564525817,205,0.558405756,195
17358,25,12,2014,5,5,4,0,77,123,0.567930248,4.676381967,0.583299194,155,0.573988171,175
17359,25,12,2014,6,6,4,0,78,125.1,0.586695252,5.217442294,0.609501165,150,0.588128905,155
17360,25,12,2014,7,7,4,0,79,141.99,0.61960601,8.03391815,0.642846291,169.99,0.622163814,155
17361,25,12,2014,8,8,4,0,80,195,0.700789302,10.42161936,0.741633848,202.74,0.702552157,195
17362,25,12,2014,9,9,4,0,81,202.75,0.753449583,11.39418053,0.794562407,205,0.752081649,202.75
17363,25,12,2014,10,10,4,0,82,202.74,0.764667732,12.81974968,0.805204175,205,0.757369621,180
17364,25,12,2014,11,11,4,0,83,202.75,0.78940757,13.66044811,0.810259601,213.96,0.77443987,202.75
17365,25,12,2014,12,12,4,0,84,193.46,0.752616176,13.76845773,0.768949188,202.74,0.729414222,193.46
17366,25,12,2014,13,13,4,0,85,199.69,0.760901584,13.84773131,0.771444797,202.75,0.737251339,199.69
17367,25,12,2014,14,14,4,0,86,199.98,0.756411514,12.61496,0.77083093,202.75,0.730776357,199.98
17368,25,12,2014,15,15,4,0,87,199.68,0.769233848,10.31190548,0.759660698,202.75,0.743422273,199.68
17369,25,12,2014,16,16,4,0,88,202.75,0.787783605,9.39949844,0.803339465,160,0.764676749,202.75
17370,25,12,2014,17,17,4,0,89,202.75,0.790507551,8.655883072,0.815788081,202.75,0.777275142,202.75
17371,25,12,2014,18,18,4,0,90,199.69,0.753445403,7.653043837,0.78331815,205,0.744665939,199.69
17372,25,12,2014,19,19,4,0,91,187.99,0.726796537,7.580098885,0.759094138,201,0.72170036,126.78
17373,25,12,2014,20,20,4,0,92,196.16,0.715600523,7.055265817,0.751482479,205,0.706224431,125
17374,25,12,2014,21,21,4,0,93,183.99,0.70424777,6.44651461,0.739153278,205,0.700933663,140
17375,25,12,2014,22,22,4,0,94,187.99,0.708966589,6.696961262,0.742436278,198.45,0.708966589,125
17376,25,12,2014,23,23,4,0,95,165,0.676918167,6.576897632,0.704919301,179.01,0.67401709,125
17377,26,12,2014,0,0,5,0,96,150.01,0.636144669,6.072955919,0.637040731,180,0.629158238,140
17378,26,12,2014,1,1,5,0,97,119.58,0.599184215,6.381581258,0.596775396,125.1,0.595338705,95
17379,26,12,2014,2,2,5,0,98,87.95,0.573057693,6.395814685,0.570478695,208.8,0.56893884,87.95
17380,26,12,2014,3,3,5,0,99,87.39,0.557894995,5.875617306,0.557963962,155,0.554614573,3.78
17381,26,12,2014,4,4,5,0,100,90.36,0.560649675,6.137060855,0.558405756,195,0.555199534,3
17382,26,12,2014,5,5,5,0,101,122.99,0.575414343,6.161839267,0.573988171,175,0.574133147,122.99
17383,26,12,2014,6,6,5,0,102,125.09,0.59509547,6.761950293,0.588128905,155,0.596330574,125.09
17384,26,12,2014,7,7,5,0,103,150,0.625323789,8.522360558,0.622163814,155,0.623521254,155
17385,26,12,2014,8,8,5,0,104,187.45,0.727970226,10.13799083,0.702552157,195,0.731462669,203.97
17386,26,12,2014,9,9,5,0,105,202.74,0.777999702,10.44029319,0.752081649,202.75,0.777706543,213.72
17387,26,12,2014,10,10,5,0,106,199.98,0.779061687,11.47609524,0.757369621,180,0.783650988,205
17388,26,12,2014,11,11,5,0,107,199.79,0.785183143,12.03789464,0.77443987,202.75,0.787913234,165
17389,26,12,2014,12,12,5,0,108,165.01,0.726450829,11.71655753,0.729414222,193.46,0.737324747,125
17390,26,12,2014,13,13,5,0,109,179.99,0.767443661,11.62641599,0.737251339,199.69,0.776083147,179.99
17391,26,12,2014,14,14,5,0,110,187.99,0.775024289,10.83073387,0.730776357,199.98,0.788448817,214
17392,26,12,2014,15,15,5,0,111,180.01,0.757519053,9.774280442,0.743422273,199.68,0.769355288,219
17393,26,12,2014,16,16,5,0,112,199.98,0.796971598,9.437757597,0.764676749,202.75,0.798363492,215
17394,26,12,2014,17,17,5,0,113,199.97,0.810106912,9.000847518,0.777275142,202.75,0.808025698,219.99
17395,26,12,2014,18,18,5,0,114,199.79,0.779993153,8.213373093,0.744665939,199.69,0.769450883,205
17396,26,12,2014,19,19,5,0,115,174.99,0.758975558,8.38639376,0.72170036,126.78,0.738198882,174.99
17397,26,12,2014,20,20,5,0,116,165.01,0.742930378,8.004601581,0.706224431,125,0.723358315,165.01
17398,26,12,2014,21,21,5,0,117,165.01,0.729198597,7.566851299,0.700933663,140,0.707907799,200
17399,26,12,2014,22,22,5,0,118,167.99,0.732490931,7.688468996,0.708966589,125,0.71675928,167.99
17400,26,12,2014,23,23,5,0,119,160,0.692527024,7.446382157,0.67401709,125,0.682172956,160
17401,27,12,2014,0,0,6,0,120,160.99,0.61864223,7.082224575,0.629158238,140,0.615516459,140
17402,27,12,2014,1,1,6,0,121,139.03,0.575941578,7.34458049,0.595338705,95,0.574555854,125
17403,27,12,2014,2,2,6,0,122,135,0.548186694,7.213292207,0.56893884,87.95,0.543311516,115
17404,27,12,2014,3,3,6,0,123,119.49,0.533064519,6.962075702,0.554614573,3.78,0.530745905,89
17405,27,12,2014,4,4,6,0,124,119.5,0.530564063,7.264736848,0.555199534,3,0.527467302,6.3
17406,27,12,2014,5,5,6,0,125,125,0.539160832,7.445180238,0.574133147,122.99,0.534223938,1
17407,27,12,2014,6,6,6,0,126,125.07,0.549233365,7.742290968,0.596330574,125.09,0.543676162,2.78
17408,27,12,2014,7,7,6,0,127,139.02,0.557692049,8.932940219,0.623521254,155,0.558994054,15.04
17409,27,12,2014,8,8,6,0,128,200.96,0.646172519,9.493094166,0.731462669,203.97,0.641500867,120.96
17410,27,12,2014,9,9,6,0,129,210,0.703241158,9.597947977,0.777706543,213.72,0.698037609,128.78
17411,27,12,2014,10,10,6,0,130,202.75,0.72326058,9.992882896,0.783650988,205,0.724949632,140
17412,27,12,2014,11,11,6,0,131,202.75,0.728157013,9.694233495,0.787913234,165,0.74082436,202.75
17413,27,12,2014,12,12,6,0,132,200.96,0.697399303,9.630192529,0.737324747,125,0.719591238,215
17414,27,12,2014,13,13,6,0,133,176.01,0.694344276,9.273847139,0.776083147,179.99,0.721193687,208
17415,27,12,2014,14,14,6,0,134,174.99,0.685039955,8.831116927,0.788448817,214,0.715392826,208
17416,27,12,2014,15,15,6,0,135,169.99,0.678468563,8.336549538,0.769355288,219,0.709583044,204.99
17417,27,12,2014,16,16,6,0,136,170,0.701827884,7.844467888,0.798363492,215,0.728000665,195
17418,27,12,2014,17,17,6,0,137,189.99,0.724858572,7.578520943,0.808025698,219.99,0.725203742,195
17419,27,12,2014,18,18,6,0,138,202.74,0.706189524,7.277903588,0.769450883,205,0.70599516,202.74
17420,27,12,2014,19,19,6,0,139,195.16,0.686713651,6.693106919,0.738198882,174.99,0.687688481,195.16
17421,27,12,2014,20,20,6,0,140,200.96,0.669134597,6.261482397,0.723358315,165.01,0.670931949,200.96
17422,27,12,2014,21,21,6,0,141,184,0.658737404,6.001886724,0.707907799,200,0.658130672,184
17423,27,12,2014,22,22,6,0,142,202.74,0.670788361,5.453892949,0.71675928,167.99,0.671265945,202.74
17424,27,12,2014,23,23,6,0,143,202.74,0.651510521,5.213807669,0.682172956,160,0.648143654,202.74
17425,28,12,2014,0,0,7,0,144,170.27,0.628867167,4.943573483,0.615516459,140,0.621947374,140
17426,28,12,2014,1,1,7,0,145,165.01,0.58259162,4.492264997,0.574555854,125,0.578301217,140
17427,28,12,2014,2,2,7,0,146,125.04,0.553927081,4.21333419,0.543311516,115,0.549390806,125
17428,28,12,2014,3,3,7,0,147,120.5,0.536166116,4.039209813,0.530745905,89,0.533930189,5.83
17429,28,12,2014,4,4,7,0,148,100.98,0.527835186,3.817359418,0.527467302,6.3,0.521767337,3
17430,28,12,2014,5,5,7,0,149,104.42,0.532954505,3.880864076,0.534223938,1,0.530845366,3.6
17431,28,12,2014,6,6,7,0,150,122.99,0.535626298,4.300165252,0.543676162,2.78,0.535058897,89
17432,28,12,2014,7,7,7,0,151,122.99,0.516926872,5.566775642,0.558994054,15.04,0.520245136,2.7
17433,28,12,2014,8,8,7,0,152,122.99,0.546067382,6.687491052,0.641500867,120.96,0.545134517,3.6
17434,28,12,2014,9,9,7,0,153,141.99,0.59784494,7.495214438,0.698037609,128.78,0.589843365,140
17435,28,12,2014,10,10,7,0,154,184,0.627320204,8.266278671,0.724949632,140,0.631206862,128.28
